property_id,suburb,address,Postcode,source_url,sale_price,sale_date,prev_sale_price,prev_sale_date,property_type,bedrooms,bathrooms,car_spaces,Pool,land_size_m2,building_size_m2,year_built,auction_type,Storeys,renovated,listing_description,Realtor,flag_notes,Unnamed: 23,Unnamed: 24,sale_year,sale_month,property_age,years_since_prev_sale,price_growth_pct,price_per_m2,desc_word_count,desc_length,luxury_word_count
M001,Mosman,"5 Botanic Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-150195184,8700000.0,2026-07-22,7000000.0,2018-04-12,House,4,3,2.0,1.0,437.0,175.0,2005.0,No,3,0.0,"A Beach House of Rare Style, Space and Luxury",Simeon Partners - Mosman.,,,,2026,7,21.0,8.276522929500342,24.285714285714285,19908.46681922197,9,45,2
M002,Mosman,"105 Holt Avenue, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-151124468,3550000.0,2026-06-05,,,House,4,3,1.0,0.0,445.0,174.5,1920.0,No,2,0.0,Enchanting Character Family Terrace,Pello - Lower North Shore,,,,2026,6,106.0,,,7977.528089887641,4,35,0
M003,Mosman,"96 Glover Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-150415760,3390000.0,2026-06-02,3230000.0,2018-01-18,House,4,3,2.0,0.0,395.0,379.0,,No,2,0.0,Classic Federation Grandeur Meets Contemporary Sophistication,De Brennan Property - Mosman,,,,2026,6,81.0,8.369609856262834,4.953560371517028,8582.278481012658,6,61,1
M004,Mosman,"8A Bickell Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-150194672,5050000.0,2026-04-17,3300000.0,2016-11-04,House,5,3,2.0,0.0,746.0,240.0,1960.0,No,2,1.0,this exceptional family home has been remarkably transformed from its Bauhaus past into a state-of-the-art haven of design excellence.,De Brennan Property - Mosman,,,,2026,4,66.0,9.44832306639288,53.03030303030303,6769.436997319035,19,134,1
M005,Mosman,"14 Erith Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-150578600,5300000.0,2026-04-11,,,House,4,3,1.0,1.0,613.0,162.0,1910.0,No,2,1.0,Magnificent c1910 Family Home of Deluxe Craftsmanship,Pello - Lower North Shore,,,,2026,4,116.0,,,8646.00326264274,7,53,0
M006,Mosman,"17 Morella Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-149267976,23000000.0,2026-03-31,14000000.0,2016-11-24,House,4,3,2.0,0.0,961.0,421.0,,No,2,0.0,Architectural statement of luxury with sublime harbour views,Atlas | Lower North Shore - NEUTRAL BAY,,,,2026,3,81.0,9.347022587268993,64.28571428571429,23933.402705515087,8,60,1
M007,Mosman,"29 Pearl Bay Avenue, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-149519784,7198000.0,2026-03-20,5250000.0,2009-12-22,House,4,3,3.0,1.0,658.0,208.0,,No,3,0.0,"Art Deco Masterpiece, Idyllic Waterfront Reserve, Seclusion & Harmony",Simeon Partners - Mosman,,,,2026,3,81.0,16.240930869267626,37.10476190476191,10939.209726443769,9,69,0
M008,Mosman,"53 Clanalpine Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-150128256,7700000.0,2026-03-06,3700000.0,2023-05-22,House,5,5,4.0,1.0,511.0,300.0,2025.0,No,2,1.0,Sophisticated newly built family home with thoughtful design and bespoke finishes.,Atlas | Lower North Shore - NEUTRAL BAY,,,,2026,3,1.0,2.7898699520876113,108.10810810810811,15068.493150684932,11,82,0
M009,Mosman,"1 Bray Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-150278904,3750000.0,2026-02-27,2305000.0,2018-04-14,House,3,2,1.0,0.0,296.0,171.0,1915.0,No,2,1.0,"Charming Freestanding Home, Whisper Quiet Location",Murphy Residential,,,,2026,2,111.0,7.874058863791923,62.68980477223427,12668.918918918918,6,50,0
M010,Mosman,"46 Spencer Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-150094808,3990000.0,2026-02-16,3100000.0,2019-08-29,House,4,2,0.0,0.0,233.0,165.0,1910.0,No,2,1.0,Beautiful Federation semi transformed into haven of contemporary luxury,DiJones - Mosman,,,,2026,2,116.0,6.469541409993155,28.70967741935484,17124.463519313304,9,71,1
M011,Mosman,"6 Lavoni Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-149800272,11550000.0,2025-12-05,5900000.0,2016-11-05,House,7,4,3.0,1.0,715.0,296.0,1930.0,No,2,0.0,"Graceful private family entertainer in blue ribbon street  full brick c1930s home with signature curved P&O façade, salt water pool, guest house, north-facing terrace",Atlas | Lower North Shore - NEUTRAL BAY,,,,2025,12,95.0,9.08145106091718,95.76271186440678,16153.846153846154,25,167,0
M012,Mosman,"26 Vista Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-149563044,4320000.0,2025-12-05,,,House,4,2,1.0,0.0,321.0,204.0,,No,2,0.0,"Charming freestanding home in Mosman Village, period features (ornate ceilings, original fireplaces, plantation shutters), multiple living zones",Murphy Residential,,,,2025,12,81.0,,,13457.943925233645,17,144,0
M013,Mosman,"56 Spencer Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/property/56-spencer-rd-mosman-nsw-2088/,3850000.0,2025-11-22,1460000.0,2014-11-18,House,4,3,0.0,0.0,249.0,226.0,1910.0,No,2,1.0,"Stunning designer renovation of a Federation home, integrated island kitchen, parents retreat with city skyline views",Murphy Residential,,,,2025,11,115.0,11.011635865845312,163.6986301369863,15461.847389558234,16,117,1
M014,Mosman,"7 Cross Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-148931724,10100000.0,2025-11-14,9139000.0,2022-11-17,House,6,3,2.0,1.0,695.6,301.0,1930.0,No,2,1.0,Parkside home reveals breathtaking 1930s luxury paired with flawless contemporary design,Atlas | Lower North Shore - NEUTRAL BAY,,,,2025,11,95.0,2.9924709103353866,10.51537367326841,14519.838987924093,11,88,1
M015,Mosman,"110 Awaba Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-149215620,5230000.0,2025-10-30,,,House,5,4,1.0,0.0,479.0,194.0,,No,2,0.0,Unlock the True Potential of This Mosman Classic - On the Market for the First Time in Nearly 40 Years,Ray White Lower North Shore Group,,,,2025,10,81.0,,,10918.580375782882,20,102,0
M016,Mosman,"40 Stanley Avenue, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-148993156,20000000.0,2025-10-09,,,House,5,5,2.0,1.0,920.0,399.0,,No,2,0.0,Federation Grandeur with Breathtaking Sydney Heads Views,Simeon Partners - Mosman,,,,2025,10,81.0,,,21739.130434782608,7,56,1
M017,Mosman,"4/13 McLeod Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-townhouse-nsw-mosman-148962428,2220000.0,2025-10-02,,,Townhouse,4,1,2.0,0.0,764.0,246.0,1970.0,No,4,0.0,Terrace style living above Mosman Bay - views & convenience,Ray White Lower North Shore Group,,,,2025,10,55.0,,,2905.759162303665,10,59,0
M018,Mosman,"35 Lang Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-148958340,5250000.0,2025-09-27,410000.0,1993-01-08,House,5,3,1.0,0.0,468.0,300.0,1905.0,No,2,0.0,Timeless Californian Bungalow Brimming with Character and Style,Belle Property Lower North Shore Group,,,,2025,9,120.0,32.71731690622861,1180.4878048780488,11217.948717948719,8,63,0
M019,Mosman,"34 Harbour Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-148740848,3400000.0,2025-09-20,3400000.0,2022-08-24,House,4,1,1.0,0.0,261.0,128.0,1885.0,No,2,1.0,Exquisitely renovated Federation beauty,Pello - Lower North Shore,,,,2025,9,140.0,3.07460643394935,0.0,13026.819923371648,4,39,1
M020,Mosman,"14 Effingham Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-144905184,7500000.0,2025-08-20,750000.0,1993-06-17,House,4,3,2.0,0.0,678.0,376.0,1900.0,No,2,0.0,"Flawless Federation, Dress Circle Location",Murphy Residential,,,,2025,8,125.0,32.17522245037645,900.0,11061.946902654867,5,42,0
M021,Mosman,"4 Oswald Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-148603724,5000000.0,2025-08-15,,,House,4,2,2.0,1.0,607.0,269.0,1970.0,Yes,2,0.0,Storybook family entertainer on 607sqm in sought-after pocket,BresicWhitney - Lower North Shore,,,,2025,8,55.0,,,8237.232289950576,8,61,0
M022,Mosman,"26 Euryalus Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-147689860,7300000.0,2025-07-15,8000000.0,2017-07-21,House,5,4,2.0,1.0,470.0,385.0,1950.0,No,2,0.0,"masterpiece of contemporary elegance, offering sweeping views across Middle Harbour",Ray White - Everest Group,,,,2025,7,75.0,7.983572895277208,-8.75,15531.91489361702,10,83,0
M023,Mosman,"24 Gordon Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-148357324,4600000.0,2025-07-11,2500000.0,2016-06-09,House,3,2,2.0,0.0,245.0,120.0,1990.0,No,2,0.0,Balmoral slopes home bathed in northern sunlight,The Agency - North,,,,2025,7,35.0,9.086926762491444,84.0,18775.51020408163,7,48,0
M024,Mosman,"67 Raglan Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-148085992,9650000.0,2025-06-06,,,House,5,3,2.0,1.0,904.0,373.0,1896.0,No,2,1.0,Cleveland' - Flawless 1896 residence exudes quintessential Mosman grandeur,Atlas | Lower North Shore - NEUTRAL BAY.,,,,2025,6,129.0,,,10674.778761061947,9,74,1
M025,Mosman,"18 Pindari Avenue, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-147967404,7100000.0,2025-06-05,1750000.0,2006-02-02,House,6,3,4.0,1.0,711.0,350.0,2017.0,No,2,0.0,"A contemporary family home for all seasons, architecturally designed and alive with natural light",Ray White Lower North Shore Group,,,,2025,6,8.0,19.33744010951403,305.71428571428567,9985.935302390999,14,97,0
M026,Mosman,"4 Buena Vista Avenue, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-147179212,19500000.0,2025-05-26,2400000.0,1996-05-18,House,6,3,2.0,1.0,1930.0,380.0,1897.0,No,2,0.0,Landmark Queen Anne Federation home of enduring grandeur,Atlas | Lower North Shore - NEUTRAL BAY. ,,,,2025,5,128.0,29.021218343600275,712.5,10103.626943005182,8,56,1
M027,Mosman,"3/12 Earl Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-townhouse-nsw-mosman-148289668,2380000.0,2025-05-23,2380000.0,2025-05-23,Townhouse,3,2,2.0,0.0,289.0,189.0,1984.0,No,2,0.0,Move-in ready townhouse with ample scope to update,McGrath Lower North Shore,"was sold in 2026 again 
Sold
$2,900,000
Sold 21 March 2026 by O'Gorman & Partners Real Estate Co - Mosman",,,2025,5,41.0,0.0,0.0,8235.29411764706,8,50,0
M028,Mosman,"99 Muston Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-145028944,14600000.0,2025-04-06,6490000.0,2015-11-13,House,5,4,4.0,1.0,683.0,304.0,2006.0,No,2,1.0,A complete custom redesign pinnacle of Mosman's luxury market.,Atlas | Lower North Shore - NEUTRAL BAY,,,,2025,4,19.0,9.396303901437372,124.96147919876735,21376.28111273792,9,62,1
M029,Mosman,"14 Amaroo Crescent, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-147081180,8950000.0,2025-04-02,6300000.0,2019-06-14,House,4,3,4.0,1.0,500.0,334.0,2010.0,No,4,0.0,A Statement in Contemporary Luxury. An Exceptional Residence with Balmoral Beach Access at your door.,Aurora Property Lower North Shore. ,,,,2025,4,15.0,5.801505817932923,42.06349206349206,17900.0,15,101,2
M030,Mosman,"3/1B Badham Avenue, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-townhouse-nsw-mosman-147245400,1735000.0,2025-03-07,1750000.0,2022-11-30,Townhouse,2,1,1.0,0.0,879.0,135.0,1920.0,No,4,0.0,Exclusive Harbourside Living in Charming Townhouse,Atlas | Lower North Shore - NEUTRAL BAY.,"Sold $1,750,000 Sold 30 November 2022 by Ray White Lower North Shore Group",,,2025,3,105.0,2.2669404517453797,-0.8571428571428572,1973.8339021615473,6,50,0
M031,Mosman,"7 David Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-147176100,9600000.0,2025-03-05,112500.0,1994-10-31,House,4,4,2.0,0.0,1079.0,252.0,,No,2,0.0,Character home on a lavish block with glorious water views,Atlas | Lower North Shore - NEUTRAL BAY,,,,2025,3,81.0,30.34360027378508,8433.333333333332,8897.126969416126,10,58,0
M032,Mosman,"1/7 Lang Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-townhouse-nsw-mosman-147169292,2975000.0,2025-02-26,3100000.0,2021-06-17,Townhouse,4,2,2.0,0.0,634.0,278.0,1920.0,Yes,1,0.0,Elegant garden residence in boutique setting,BresicWhitney - Lower North Shore,,,,2025,2,105.0,3.696098562628337,-4.032258064516129,4692.4290220820185,6,44,1
M033,Mosman,"2 James Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-141554172,12200000.0,2025-02-21,,,House,6,2,2.0,0.0,2795.0,173.0,1970.0,No,2,0.0,"One of Mosman's Largest Estates Gracing an Incredible 2,795 sqm - Held in the family for over 100 Years",Raine & Horne - Mosman,,,,2025,2,55.0,,,4364.937388193202,19,103,0
M034,Mosman,"1/12 Earl Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-townhouse-nsw-mosman-146927276,2600000.0,2025-02-01,,,Townhouse,3,2,2.0,0.0,289.0,125.0,1984.0,No,2,0.0,A magnificent light-filled townhouse,McGrath Lower North Shore,,,,2025,2,41.0,,,8996.539792387543,4,36,0
M035,Mosman,"106 Avenue Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-146931280,3550000.0,2025-01-17,1100000.0,2009-04-28,House,3,1,2.0,0.0,280.0,254.0,1915.0,No,2,0.0,"Prime Mosman Village Location, North facing backyard & Front-to-Rear lane Access!",Raine & Horne - Mosman,,,,2025,1,110.0,15.723477070499658,222.72727272727272,12678.57142857143,11,81,0
M036,Mosman,"6 Delecta Avenue, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-146365852,8732500.0,2024-12-11,3310000.0,2009-07-04,House,5,4,2.0,1.0,638.0,336.0,1985.0,No,3,1.0,"Mesmerising harbour views, perfect northerly aspect and architectural innovation",Ray White Lower North Shore Group,,,,2024,12,39.0,15.43874058863792,163.82175226586102,13687.30407523511,9,80,0
M037,Mosman,"1/34 Muston Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-townhouse-nsw-mosman-146625028,2820000.0,2024-12-07,1315000.0,2010-05-15,Townhouse,3,2,2.0,0.0,610.0,145.0,1979.0,No,4,0.0, Renovate and Capitalise - Create your Dream Home!,Raine & Horne - Mosman,,,,2024,12,45.0,14.565366187542779,114.4486692015209,4622.950819672131,8,50,0
M038,Mosman,"3/83-87 Cabramatta Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-townhouse-nsw-mosman-146715584,2600000.0,2024-11-26,,,Townhouse,3,2,2.0,1.0,2165.0,112.0,1987.0,No,2,0.0,"Offering low-maintenance living with high-quality finishes, this dual-level townhouse is an ideal contemporary retreat. The home is situated within a boutique collection of twelve townhouses, nestled around a resort-style swimming pool.", Raine & Horne Lower North Shore.,$1545 per week Leased 20 February 2024 by Latham Cusack Property Services - Neutral Bay,,,2024,11,37.0,,,1200.9237875288684,31,236,1
M039,Mosman,"26 Morella Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-146506156,19500000.0,2024-11-21,15250000.0,2021-05-28,House,6,4,4.0,1.0,1672.0,456.0,1937.0,No,2,1.0,Landmark estate set on 1672 sqm with spectacular Main Harbour Views,Ray White Lower North Shore Group,7 0 2023 Leased $1490 per week Leased 7 February 2023 by Latham Cusack Property Services - Neutral Bay,,,2024,11,87.0,3.485284052019165,27.86885245901639,11662.679425837321,11,67,1
M040,Mosman,"20 Carrington Avenue, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-146151728,5800000.0,2024-10-26,3760000.0,2019-10-26,House,4,3,2.0,1.0,582.0,224.0,1970.0,Yes,3,0.0,North-facing oasis with water views in Mosman's premier cul-de-sac, BresicWhitney - Lower North Shore,,,,2024,10,54.0,5.002053388090349,54.25531914893617,9965.635738831616,9,66,1
M041,Mosman,"8/800 Military Road, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-townhouse-nsw-mosman-145253688,2600000.0,2024-10-01,1310000.0,2014-05-12,Townhouse,3,2,2.0,0.0,1667.0,135.0,1981.0,No,2,1.0,"Prime Location, Ultimate Convenience and Luxurious Lifestyle",Raine & Horne - Mosman.,,,,2024,10,43.0,10.390143737166325,98.47328244274809,1559.6880623875225,7,60,0
M042,Mosman,"27 Muston Street, Mosman, NSW 2088",2088,https://www.realestate.com.au/sold/property-house-nsw-mosman-146132232,6800000.0,2024-09-22,,,House,4,1,1.0,0.0,503.0,254.0,1910.0,No,2,0.0,Cherished Family Home in Prime Mosman Village Location,Raine & Horne - Mosman,,,,2024,9,114.0,,,13518.886679920477,8,54,0
